Product Number,Title,Short Title,Final Price,Unit Cost,In Stock,Manufactory,Ship From Country Name,Rating,Number of Reviews,Item Model,Shipping Charge,Warranty ID,Warranty Name,Best Selling Ranking,Lowest Price 30 Days,Item Length,Item Width,Item Height,Item Weight,Country of Manufacture,Limit Quantity,Seller ID,Seller Name,Seller Rating,Seller Reviews
9SIA6PFJ7F4702,"Wavlink SD Card Reader, USB C+USB3.0 Micro SD Memory Card Reader Adapter for TF SD Micro SD SDXC SDHC MMC RS-MMC Micro SDXC Micro SDHC UHS-I, For MacBook Air/Pro, iPad Pro, Samsung Galaxy S21, Android","Wavlink SD Card Reader, USB C+USB3.0 Micro SD Memory Card Reader Adapter for TF SD Micro SD SDXC SDHC MMC RS-MMC Micro SDXC Micro SDHC UHS-I, For MacBook Air/Pro, iPad Pro, Samsung Galaxy S21, Android",13.99$,13.99$,Yes,Wavlink,United States,5,19,WL-CR3002,0.01,227849,Wavlink Return Policy,1,13.85$,4.4,2.0,0.6,0.1,USA,99999,A6PF,Wavlink Technology,5.0,8059.0
1TS-000D-1JS60,HP Dragonfly G4 Notebook (TOUCHSCREEN) Intel Core i7-1355U Processor 32GB Intel Iris Xe Graphics 1TB SSD 13.5-inch WUXGA+ IPS Touchscreen Display Windows 11 Pro 64-Bit in Grey,HP Dragonfly G4 Notebook (TOUCHSCREEN) Intel Core i7-1355U Processor 32GB Intel Iris Xe Graphics 1TB SSD 13.5-inch WUXGA+ IPS Touchscreen Display Windows 11 Pro 64-Bit in Grey,759.99$,999.99$,Yes,HP,United States,5,2,8Y563UAR#ABA,0.01,53,Extended Holiday Return Policy,58,0$,16.0,12.0,6.0,5.0,,20,,,,
9SIASGMJU56916,Cooler Master i30 CPU Cooler - 92mm Low Noise Cooling Fan & Heatsink - For Intel Socket LGA 1150 / 1151 / 1155 / 1156,Cooler Master i30 CPU Cooler - 92mm Low Noise Cooling Fan & Heatsink - For Intel Socket LGA 1150 / 1151 / 1155 / 1156,9.69$,9.79$,Yes,Cooler Master,United States,4,103,RH-I30-26FK-R1,0.01,53,Extended Holiday Return Policy,70,9.38$,4.6,4.2,3.4,0.72,,99999,ASGM,SenyTech,4.0,543.0
9SIACJFE0A4151,Low Profile Header USB 3.0 19/20 Pin Internal Extension Male to Female Adapter Flat Cable for Motherboard -Solve the problem that the USB port is blocked by graphics card  - 6 inches,Low Profile Header USB 3.0 19/20 Pin Internal Extension Male to Female Adapter Flat Cable for Motherboard -Solve the problem that the USB port is blocked by graphics card  - 6 inches,10.89$,10.89$,Yes,EN-Labs,United States,4,3,U320PMF15CMLOW,0.01,246059,EN Labs Marketplace Return Policy,19,10.78$,6.5,5.5,0.2,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIAMZWK0U1419,"TROPRO K82 Rainbow Gaming Keyboard and Colorful Mouse Combo, USB Wired LED Backlight Gaming Mouse and Keyboard for Laptop PC Computer Gaming and Work","TROPRO K82 Rainbow Gaming Keyboard and Colorful Mouse Combo, USB Wired LED Backlight Gaming Mouse and Keyboard for Laptop PC Computer Gaming and Work",36.99$,39.99$,Yes,TROPRO,China,4,126,GK007-G,0.01,334242,TROPRO (USA) Return Policy,81,36.62$,20.6,5.6,1.5,1.76,USA,100,AMZW,TROPRO,5.0,874.0
9SIACJF8K33782,Enlabs INU29P1X2 Motherboard USB 2.0 9pin Header 1 to 2 Extension Hub Splitter Adapter - Converter MB USB 2.0 Male to 2 Male - 30CM USB 9-pin Internal Cable,Enlabs INU29P1X2 Motherboard USB 2.0 9pin Header 1 to 2 Extension Hub Splitter Adapter - Converter MB USB 2.0 Male to 2 Male - 30CM USB 9-pin Internal Cable,11.19$,11.19$,Yes,EN-Labs,United States,4,18,INU29P1X2,0.01,246059,EN Labs Marketplace Return Policy,65,11.07$,4.6,3.1,0.2,0.04,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJFA7P8876,"EnLabs 2 Pack 1-to-5 3 Pins Addressable RGB Splitter Y Cable,LED Strip RGB Case Fans 5 Way RGB Hub Compatible with ASUS Aura Sync / Gigabyte RGB Fusion / MSI Mystic Light and w/ 5V 3pin RGB Header","EnLabs 2 Pack 1-to-5 3 Pins Addressable RGB Splitter Y Cable,LED Strip RGB Case Fans 5 Way RGB Hub Compatible with ASUS Aura Sync / Gigabyte RGB Fusion / MSI Mystic Light and w/ 5V 3pin RGB Header",12.59$,12.59$,Yes,EN-Labs,United States,5,10,5VRGBSPL1X5,0.01,246059,EN Labs Marketplace Return Policy,61,12.46$,7.5,4.2,0.3,0.15,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF8XN9763,Enlabs 5 Pack 5V 3-Pin RGB Female to Female RBW LED Strip Extension Cable w/ Gender Changer Adapter - 1 Foot,Enlabs 5 Pack 5V 3-Pin RGB Female to Female RBW LED Strip Extension Cable w/ Gender Changer Adapter - 1 Foot,10.59$,10.59$,Yes,EN-Labs,United States,5,16,5VRGBEX1FT5PK,0.01,246059,EN Labs Marketplace Return Policy,45,10.48$,5.5,3.75,0.4,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF7649662,Original SATA182PK SATA III 6Gbps 1x Straight Data Cable and 1x 90 Degree Angle Cable with Locking Latch for SATA HDD SSD drives (2Pack),Original SATA182PK SATA III 6Gbps 1x Straight Data Cable and 1x 90 Degree Angle Cable with Locking Latch for SATA HDD SSD drives (2Pack),8.39$,8.39$,Yes,EN-Labs,United States,5,10,SATA182PK,0.01,246059,EN Labs Marketplace Return Policy,3,8.3$,4.5,3.5,0.4,0.07,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIBFKMJ6U3413,"Thermalright AssassinX120 SE ARGB CPU Air Cooler, AX120 SE ARGB, 4 Heat Pipes, TL-C12C-S PWM Quiet Fan CPU Cooler With S-FDB Bearing, For AMD AM4AM5/Intel LGA 1700/1150/1151/1200,PC Cooler","Thermalright AssassinX120 SE ARGB CPU Air Cooler, AX120 SE ARGB, 4 Heat Pipes, TL-C12C-S PWM Quiet Fan CPU Cooler With S-FDB Bearing, For AMD AM4AM5/Intel LGA 1700/1150/1151/1200,PC Cooler",18.9$,19.9$,Yes,Thermalright,United States,5,6,AX120SE ARGB,0.01,401291,Thermalright Direct 3 Return Policy,48,18.9$,7.09,6.25,4.5,1.98,,99999,BFKM,Thermalright Official,5.0,117.0
9SIBFKMKBE8261,"Thermalright AQUA ELITE 120 V3 Liquid CPU Cooler, AIO Pump Head Speed up to 3300RPM, TL-C12B-S V2 PWM Fans,for AMD/AM4/AM5, Intel LGA1150/1151/1200/2011/ 1700, Computer CPU Aio Cooler","Thermalright AQUA ELITE 120 V3 Liquid CPU Cooler, AIO Pump Head Speed up to 3300RPM, TL-C12B-S V2 PWM Fans,for AMD/AM4/AM5, Intel LGA1150/1151/1200/2011/ 1700, Computer CPU Aio Cooler",35.1$,36.9$,Yes,Thermalright,United States,5,1,AE120 V3,0.01,401291,Thermalright Direct 3 Return Policy,0,35.1$,8.6,7.8,5.0,3.0,,99999,BFKM,Thermalright Official,5.0,117.0
9SIACJF6HF8561,"8 Ports 12V/2A High Power Chassis Fan Hub,4 Pin PWM CPU Cooler / Case / Chasis Cooling Fan Power Cable Splitter Adapter w/Self-sticker,Power by Dual Molex,Compatible with 3pin & 4pin Fans","8 Ports 12V/2A High Power Chassis Fan Hub,4 Pin PWM CPU Cooler / Case / Chasis Cooling Fan Power Cable Splitter Adapter w/Self-sticker,Power by Dual Molex,Compatible with 3pin & 4pin Fans",12.49$,12.49$,Yes,EN-Labs,United States,4,11,11-001-409RDX,0.01,246059,EN Labs Marketplace Return Policy,0,12.36$,4.9,3.2,1.0,0.12,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJFJTT0131,Motherboard USB 2.0 9pin Header to USB 3.2 20Pin Type E Key-A Female Adapter Extension for USB-C Front Panel,Motherboard USB 2.0 9pin Header to USB 3.2 20Pin Type E Key-A Female Adapter Extension for USB-C Front Panel,9.69$,9.69$,Yes,EN-Labs,United States,4,4,INU29P2UE,0.01,246059,EN Labs Marketplace Return Policy,5,9.59$,6.5,6.5,0.1,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJFFYE0666,"5 Pack 4 Pin PWM Fan Power Extension Cable with Black Sleeved Braided,CPU Cooler 4Pin Male to Female Adapter Cord for Computer ATX Case 4 Pin 3 Pin Cooling Fan - 15.7 Inch ,Black","5 Pack 4 Pin PWM Fan Power Extension Cable with Black Sleeved Braided,CPU Cooler 4Pin Male to Female Adapter Cord for Computer ATX Case 4 Pin 3 Pin Cooling Fan - 15.7 Inch ,Black",10.69$,10.69$,Yes,EN-Labs,China,5,26,PWMEX40CM5PK,0.01,246059,EN Labs Marketplace Return Policy,53,10.58$,5.5,4.0,0.5,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJFFJ51380,"SATA to eSATA Cable Adapter w/ PCI Slot Cover Plate Full Profile Bracket ,Dual Ports External SATA 6Gbps eSATA to Motherboard SATA Cord-18 inches,Red","SATA to eSATA Cable Adapter w/ PCI Slot Cover Plate Full Profile Bracket ,Dual Ports External SATA 6Gbps eSATA to Motherboard SATA Cord-18 inches,Red",11.19$,11.19$,Yes,EN-Labs,China,3,1,PCIESATADUA,0.01,246059,EN Labs Marketplace Return Policy,38,11.07$,6.5,5.5,0.5,0.03,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF5TH0859,"5 Pack Braided Sleeving 25CM Molex TX4 4pin Connectors CPU PWM Fan Power Extension Cable,4 pin Molex Plug Backword 2 pin 3pin Case fan","5 Pack Braided Sleeving 25CM Molex TX4 4pin Connectors CPU PWM Fan Power Extension Cable,4 pin Molex Plug Backword 2 pin 3pin Case fan",9.19$,9.19$,Yes,EN-Labs,United States,5,26,PWMEX12W-5P,0.01,246059,EN Labs Marketplace Return Policy,16,9.09$,5.5,4.0,0.5,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
20-331-178,"Team 64GB Dash Card  microSDXC UHS-I/U3 Class 10 A1 V30 Memory Card with Adapter, Compatible for cams, Speed Up to 100MB/s (TDUSDX64GUHS03)",Team Dash Card Model TDUSDX64GUHS03,5.99$,8.99$,Yes,Team Group,United States,5,124,TDUSDX64GUHS03,0.01,53,Extended Holiday Return Policy,31,5.93$,4.8,3.5,0.2,0.02,,999,,,,
9SIACJF78J3081,"Enlabs MB20P22U310IN 2 Port Internal USB 3.0 Motherboard  20-Pin Header to 2x USB 3.0 A 10-Inch Female Adapter Cable,USB 20pin to 2 x USB 3.0 Splitter Cable -Black","Enlabs MB20P22U310IN 2 Port Internal USB 3.0 Motherboard  20-Pin Header to 2x USB 3.0 A 10-Inch Female Adapter Cable,USB 20pin to 2 x USB 3.0 Splitter Cable -Black",10.19$,10.19$,Yes,EN-Labs,United States,4,7,MB20P22U310IN,0.01,246059,EN Labs Marketplace Return Policy,78,10.08$,4.8,3.8,0.2,0.09,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIAPY9CJC9282,"Hannord USB 3.0 to Ethernet Adapter, Driver Free 10/100/1000 Mbps Network RJ45 LAN Wired Gigabit Ethernet Adapter for Windows 10, 8.1, 7, XP, Linux, Mac OS, Chrome OS","Hannord USB 3.0 to Ethernet Adapter, Driver Free 10/100/1000 Mbps Network RJ45 LAN Wired Gigabit Ethernet Adapter for Windows 10, 8.1, 7, XP, Linux, Mac OS, Chrome OS",12.59$,13.99$,Yes,HANNORD,United States,5,2,CE-CH00019,0.01,343895,Hannord Store Return Policy,9,12.46$,8.5,5.0,1.2,0.16,CHN,99999,APY9,Hannord Store,5.0,385.0
9SIACJF7KE0525,"EnLabs 5-PACK CAT5E UTP Tool Less Keystone Jack,  RJ45 Self-Locking Cat. 5e Keystone Module Adapter No Punch-Down Tool Required Couplers For Wall Plate","EnLabs 5-PACK CAT5E UTP Tool Less Keystone Jack,  RJ45 Self-Locking Cat. 5e Keystone Module Adapter No Punch-Down Tool Required Couplers For Wall Plate",9.79$,9.79$,Yes,EN-Labs,China,0,0,KSCAT5E5PK,0.01,246059,EN Labs Marketplace Return Policy,27,9.69$,4.0,4.0,0.3,0.06,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF54Z0986,M.2 SSD Copper Heat Sink with Thermal Pad for NVMe NGFF 2280 M2 Solid State Disk Computer Cooler PC Notebook Radiator Laptop Heatsink-70x20x1.5mm,M.2 SSD Copper Heat Sink with Thermal Pad for NVMe NGFF 2280 M2 Solid State Disk Computer Cooler PC Notebook Radiator Laptop Heatsink-70x20x1.5mm,10.29$,10.29$,Yes,EN-Labs,China,2,1,11-001-195,0.01,246059,EN Labs Marketplace Return Policy,0,10.18$,6.5,5.5,1.0,0.4,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF6T50815,"EnLabs ADPCIE6P28P10CM 4 inch PCIe 6pin to 8pin Adapter, PCI-e 6-pin Male to 8-pin Female Converter for PCI Express 8pin powered GPU Video Card","EnLabs ADPCIE6P28P10CM 4 inch PCIe 6pin to 8pin Adapter, PCI-e 6-pin Male to 8-pin Female Converter for PCI Express 8pin powered GPU Video Card",9.19$,9.19$,Yes,EN-Labs,United States,5,11,ADPCIE6P28P10CM,0.01,246059,EN Labs Marketplace Return Policy,42,9.09$,5.0,3.0,0.8,0.05,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIAPY9EGY3666,"USB C to HDMI Cable for Home Office 6ft, Hannord USB 3.1 Type C to HDMI 4K Thunderbolt 3 Compatible, Work with MacBook Pro/Air/iPad Pro 2020 2018, Surface Book 2, Dell XPS 15, Galaxy S20/S10","USB C to HDMI Cable for Home Office 6ft, Hannord USB 3.1 Type C to HDMI 4K Thunderbolt 3 Compatible, Work with MacBook Pro/Air/iPad Pro 2020 2018, Surface Book 2, Dell XPS 15, Galaxy S20/S10",12.59$,13.99$,Yes,HANNORD,United States,5,2,E000153-1,0.01,343895,Hannord Store Return Policy,19,12.59$,8.8,4.37,0.5,0.2,CHN,99999,APY9,Hannord Store,5.0,385.0
9SIB3WAK7R9667,"Bailink PC Controller, Updated Xbox 360 Controller, Wired Controller Compatible with Microsoft Xbox 360 & Slim/PC Windows 10/8/7, Gamepad Joystick, Improved Dual Vibration and Ergonomic Design - Black","Bailink PC Controller, Updated Xbox 360 Controller, Wired Controller Compatible with Microsoft Xbox 360 & Slim/PC Windows 10/8/7, Gamepad Joystick, Improved Dual Vibration and Ergonomic Design - Black",39.52$,28.99$,Yes,Bailink,United States,0,0,BL-SB360,10.53,374055,fengli1985 Return Policy,38,28.99$,7.8,6.8,2.5,0.7,,99999,B3WA,KOUKJU Store,5.0,17.0
14-930-081,ASRock Phantom Gaming Radeon RX 7900 XTX Video Card RX7900XTX PG 24GO,ASRock RX7900XTX PG 24GO Phantom Gaming Radeon RX 7900 XTX Video Card,849.99$,899.99$,Yes,ASRock,United States,4,242,RX7900XTX PG 24GO,0.01,53,Extended Holiday Return Policy,44,829.97$,15.9,8.7,4.0,4.7,,3,,,,
9SIA1DSBY65119,ORICO USB Bluetooth  for PC 5.0 Dongle Adapter Bluetooth CSR 5.0 Bluetooth Audio Receiver Compatible With Bluetooth 2.1/3.x/4. x  Support PC Speaker Mouse Laptop Wireless  PS4/ Xbox,ORICO USB Bluetooth  for PC 5.0 Dongle Adapter Bluetooth CSR 5.0 Bluetooth Audio Receiver Compatible With Bluetooth 2.1/3.x/4. x  Support PC Speaker Mouse Laptop Wireless  PS4/ Xbox,8.99$,8.99$,Yes,Orico,United States,4,46,BTA-508-BK-BP,0.01,221541,"ORICO TECHNOLOGIES CO.,LIMITED Return Policy",67,7.99$,4.4,3.6,0.4,0.06,CHN,100,A1DS,ORICO Official Store,5.0,10651.0
9SIA4REK9E2448,Phanteks PH-CB-Y4P 4.3 in. 4 Pin PWM- Y Splitter Fan Cable,Phanteks PH-CB-Y4P,9.89$,9.89$,Yes,Phanteks,Hong Kong,5,89,PH-CB-Y4P,0.01,225144,Corn Electronics Return Policy,0,9.79$,4.75,2.1,0.85,0.02,USA,99999,A4RE,Corn Electronics,4.0,14431.0
9SIACJF7730069,"EnLabs PWMHUB5 5 Ports 4Pin PWM Fan Splitter Hub Cable,Motherboard 4 pin to 5 way Fan Power Cable for 12V Computer Fans","EnLabs PWMHUB5 5 Ports 4Pin PWM Fan Splitter Hub Cable,Motherboard 4 pin to 5 way Fan Power Cable for 12V Computer Fans",10.19$,10.19$,Yes,EN-Labs,United States,5,9,PWMHUB5,0.01,246059,EN Labs Marketplace Return Policy,87,10.08$,4.75,3.25,0.3,0.04,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJFC5D0643,"NGFF M.2 to SATA3 Adapter Card,SATA III 6Gbps to M2 SSD Converter Adapter Card Compatible with 2230/2242/2260/2280mm B-key & B+M Key SATA Bus M2 SSD","NGFF M.2 to SATA3 Adapter Card,SATA III 6Gbps to M2 SSD Converter Adapter Card Compatible with 2230/2242/2260/2280mm B-key & B+M Key SATA Bus M2 SSD",9.39$,9.39$,Yes,EN-Labs,United States,5,1,SATA3TONGFFAD,0.01,246059,EN Labs Marketplace Return Policy,28,9.29$,6.0,3.0,0.1,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIB3WAK7R9516,"Microphone Stand, Mic Arm Microphone Stand Boom Suspension Scissor Stand for Blue Yeti HyperX QuadCast S SoloCast Snowball Fifine K669B and other Mic, Shock Mount Windscreen Pop Filter Mic Clip Holder","Microphone Stand, Mic Arm Microphone Stand Boom Suspension Scissor Stand for Blue Yeti HyperX QuadCast S SoloCast Snowball Fifine K669B and other Mic, Shock Mount Windscreen Pop Filter Mic Clip Holder",46.52$,36.99$,Yes,Bailink,United States,0,0,BL-MKFST,10.53,374055,fengli1985 Return Policy,4,35.99$,14.4,10.4,2.4,1.9,,99999,B3WA,KOUKJU Store,5.0,17.0
20-985-194,"TEAMGROUP x Newegg 128GB microSDXC UHS-I U3, V30, A1 Memory card with Ultra CR I Reader, Speed Up to 100MB/s (TUSDX128GIV30A172)","TEAMGROUP x Newegg 128GB microSDXC UHS-I U3, V30, A1 Memory card with Ultra CR I Reader, Speed Up to 100MB/s (TUSDX128GIV30A172)",13.49$,19.99$,Yes,Team Group,United States,5,1,TUSDX128GIV30A172,0.01,53,Extended Holiday Return Policy,13,13.35$,5.0,1.0,1.0,0.5,,999,,,,
9SIAPY9J452422,"Hannord VGA to VGA Monitor Cable, 15 pin 1080P Full HD Male to Male Cor for Computer PC Laptop to Monitor Screen Projector with VGA Plug Port (5 Feet)","Hannord VGA to VGA Monitor Cable, 15 pin 1080P Full HD Male to Male Cor for Computer PC Laptop to Monitor Screen Projector with VGA Plug Port (5 Feet)",8.99$,9.99$,Yes,HANNORD,United States,5,1,220809HMSC-2,0.01,343895,Hannord Store Return Policy,2,7.99$,7.0,5.0,0.7,0.21,CHN,999999,APY9,Hannord Store,5.0,385.0
9SIAMKHH9N5573,"GLOTRENDS PA09-X1 M.2 NVMe to PCIe X1 Adapter for 2230/2242/2260/2280 M.2 NVMe SSD, PCIe X1 Installation","GLOTRENDS PA09-X1 M.2 NVMe to PCIe X1 Adapter for 2230/2242/2260/2280 M.2 NVMe SSD, PCIe X1 Installation",7.99$,8.99$,Yes,GLOTRENDS,United States,5,5,PA09-X1,0.01,330568,GLOTRENDS Return Policy,7,7.99$,5.7,5.2,0.9,0.22,,100,AMKH,GLOTRENDS,5.0,186.0
9SIBFKMJJP4613,"Thermalright SI-100 CPU Cooler, 6 Heat Pipes, TL-E12 PWM Quiet Fan CPU Cooler, AGHP 3.0 technology, Aluminium Heatsink Cover,For AMD AM4 AM5/Intel LGA1150/1156/1200/1700/2011, Downward Tower Cooler","Thermalright SI-100 CPU Cooler, 6 Heat Pipes, TL-E12 PWM Quiet Fan CPU Cooler, AGHP 3.0 technology, Aluminium Heatsink Cover,For AMD AM4 AM5/Intel LGA1150/1156/1200/1700/2011, Downward Tower Cooler",23$,24.19$,Yes,Thermalright,United States,0,0,SI-100,0.01,401291,Thermalright Direct 3 Return Policy,0,23$,8.27,6.3,5.1,2.3,,99999,BFKM,Thermalright Official,5.0,117.0
9SIACJF6T50270,"EnLabs PCIE6P28PMM50CM 1.64ft 18AWG PCIe 6pin to 8pin(6+2) Male to Male PCI-E Power Cable for GPU Power Supply Breakout Board Adapter for Ethereum Mining ETH ZEC - Compatible DPS-800GB,DPS-1200 etc","EnLabs PCIE6P28PMM50CM 1.64ft 18AWG PCIe 6pin to 8pin(6+2) Male to Male PCI-E Power Cable for GPU Power Supply Breakout Board Adapter for Ethereum Mining ETH ZEC - Compatible DPS-800GB,DPS-1200 etc",9.39$,9.39$,Yes,EN-Labs,United States,5,1,PCIE6P28PMM50CM,0.01,246059,EN Labs Marketplace Return Policy,69,9.29$,4.8,3.2,0.6,0.09,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIAPY9DP97925,"Hannord USB C to USB 3.0 Adapter, 2-Pack USB 3.1 Type C Female to USB 3.0 A Male Adapter Converter Support Data Sync and Charging","Hannord USB C to USB 3.0 Adapter, 2-Pack USB 3.1 Type C Female to USB 3.0 A Male Adapter Converter Support Data Sync and Charging",8.99$,9.99$,Yes,HANNORD,United States,4,5,E000064-2,0.01,343895,Hannord Store Return Policy,7,8.9$,5.75,4.12,0.36,0.05,CHN,99999,APY9,Hannord Store,5.0,385.0
9SIACJF8XN9888,"Enlabs 2 Pack 5V 3-Pin RGB 2-Way Female to x Female RBW LED Strip Splitter Cable,2 Port AURA RGB Lighting Hub w/ Gender Changer Adapter - 1 Foot","Enlabs 2 Pack 5V 3-Pin RGB 2-Way Female to x Female RBW LED Strip Splitter Cable,2 Port AURA RGB Lighting Hub w/ Gender Changer Adapter - 1 Foot",9.29$,9.29$,Yes,EN-Labs,United States,5,13,5VRGBSPL1X2,0.01,246059,EN Labs Marketplace Return Policy,40,9.19$,5.6,3.8,0.3,0.09,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF7J22947,"Enlabs MGFLITER12CM 120 mm Magnetic Frame Black Nylon Mesh Dust Filter PC Cooler Fan Filter with Magnet , Dustproof Computer Case Cover","Enlabs MGFLITER12CM 120 mm Magnetic Frame Black Nylon Mesh Dust Filter PC Cooler Fan Filter with Magnet , Dustproof Computer Case Cover",9.19$,9.19$,Yes,EN-Labs,United States,5,21,MGFLITER12CM,0.01,246059,EN Labs Marketplace Return Policy,49,9.09$,5.05,4.75,0.3,0.09,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF54Z1117,"M.2 PCIe NVMe NGFF SSD Mounting Screws Hex Nuts Standoff Kits for ASUS Gigabyte ASRock MSI Motherboards,40pcs","M.2 PCIe NVMe NGFF SSD Mounting Screws Hex Nuts Standoff Kits for ASUS Gigabyte ASRock MSI Motherboards,40pcs",8.69$,8.69$,Yes,EN-Labs,United States,0,0,11-001-012,0.01,246059,EN Labs Marketplace Return Policy,8,8.6$,4.7,4.0,0.05,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIAERKCU61943,"DisplayPort 1.4 Cable 8K 10ft 3m [2Pack], iXever Nylon Braided 8K DP to DP Cable (8K@60Hz, 4K@144Hz and 1080P@240Hz), HBR3, 32.4Gbps, HDCP 2.2, HDR Support","DisplayPort 1.4 Cable 8K 10ft 3m [2Pack], iXever Nylon Braided 8K DP to DP Cable (8K@60Hz, 4K@144Hz and 1080P@240Hz), HBR3, 32.4Gbps, HDCP 2.2, HDR Support",31.99$,39.99$,Yes,iXever,United States,5,10,DP14C3M-2P,0.01,275320,iXever Offical Return Policy,20,31.67$,6.12,6.0,2.0,0.95,CHN,99999,AERK,iXever Offical,5.0,244.0
9SIB1V8FMS8929,KingSpec mSATA SSD Internal Solid State Drive 256GBData Storage SATA Hard Drives 3D NAND Flash PC Desktop Laptop Notebook Computer Upgrade,KingSpec mSATA SSD Internal Solid State Drive 256GBData Storage SATA Hard Drives 3D NAND Flash PC Desktop Laptop Notebook Computer Upgrade,19.99$,21.99$,Yes,KingSpec,United States,4,20,mSATA SSD 256,0.01,370814,KingSpec Official  Store Return Policy,0,19.99$,4.75,2.37,0.75,0.01,CHN,99999,B1V8,KingSpec Official Store,5.0,554.0
9SIACJF93J6129,"2.5 to 3.5 Inch Hard Drive Adapter Mount Bracket w/Screws,HDD Caddy 2.5 SSD to 3.5 Tray Holder Converter","2.5 to 3.5 Inch Hard Drive Adapter Mount Bracket w/Screws,HDD Caddy 2.5 SSD to 3.5 Tray Holder Converter",8.99$,8.99$,Yes,EN-Labs,United States,0,0,THIN25TO35MA,0.01,246059,EN Labs Marketplace Return Policy,15,8.9$,4.0,3.9,0.5,0.12,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF5497329,18AWG 8 inches  Power Supply IDE 4-pin Molex LP4 Male to 2 x Female  Power Splitter Cable,18AWG 8 inches  Power Supply IDE 4-pin Molex LP4 Male to 2 x Female  Power Splitter Cable,8.29$,8.29$,Yes,EN-Labs,China,5,5,IDESPL28,0.01,246059,EN Labs Marketplace Return Policy,0,8.2$,6.7,4.3,0.4,0.03,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
24-012-080,"GIGABYTE - AORUS FO27Q3 - 27"" QD OLED Gaming Monitor - QHD 2560x1440 - 360Hz - 0.03ms GTG - AMD FreeSync Premium Pro - Type C KVM - HDMI, DP, Type C - Height Adjustable - Black","GIGABYTE 27"" 360 Hz QD OLED QHD Gaming Monitor 0.03ms GTG FreeSync Premium Pro (AMD Adaptive Sync) 2560 x 1440 (2K) Flat Panel AORUS FO27Q3",749.99$,799.99$,Yes,GIGABYTE,United States,5,18,AORUS FO27Q3 SA1,0.01,53,Extended Holiday Return Policy,76,742.49$,35.35,22.25,7.5,25.4,USA,5,,,,
9SIACJF5492604,10 inch SATA3 SATA III 6Gb/s Serial ATA DATA cable w/ latch Locking (90 Degree to 180 Degree) for Hard Drive Disk HDD / SSD - Black,10 inch SATA3 SATA III 6Gb/s Serial ATA DATA cable w/ latch Locking (90 Degree to 180 Degree) for Hard Drive Disk HDD / SSD - Black,7.29$,7.29$,Yes,EN-Labs,United States,0,0,SATA10BK90,0.01,246059,EN Labs Marketplace Return Policy,8,7.21$,6.0,3.25,0.7,0.04,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF7AS4444,"18 inches SATA Cable III 6Gbps Straight HDD SDD Data Cable with Locking Latch for SATA HDD, SSD, CD Driver, CD Writer - Black","18 inches SATA Cable III 6Gbps Straight HDD SDD Data Cable with Locking Latch for SATA HDD, SSD, CD Driver, CD Writer - Black",7.49$,7.49$,Yes,EN-Labs,United States,5,11,SATA18BLACK,0.01,246059,EN Labs Marketplace Return Policy,4,7.41$,6.0,3.5,0.7,0.05,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIB1V8K3D2642,"KingSpec M.2 NVMe SSD Enclosure,  Tool Free NVMe PCIe SSD Adapter USB 3.1 Gen 2 10Gbps with USB C to C+A OTG Cable, Support M Key/B+M Key PCIe SSD 2230/2242/2260/2280 Silver Grey","KingSpec M.2 NVMe SSD Enclosure,  Tool Free NVMe PCIe SSD Adapter USB 3.1 Gen 2 10Gbps with USB C to C+A OTG Cable, Support M Key/B+M Key PCIe SSD 2230/2242/2260/2280 Silver Grey",14.99$,15.99$,Yes,KingSpec,United States,5,4,KSEC10PM2G,0.01,370814,KingSpec Official  Store Return Policy,15,14.84$,5.51,3.5,0.87,0.18,CHN,99999,B1V8,KingSpec Official Store,5.0,554.0
